date,houseId,city,address,houseType,status,numberRooms,numberBathrooms1,numberBathrooms,numberKitchens1,numberKitchens,numberBalconies1,numberBalconies,loungeType,houseSpace,landArea,elevator1,elevator,carParking1,carParking,heating1,heating,price,priceType,priceUS
2020-02-06,240481,RB,-  مدينة رام الله,Roof,A,3,2,2,1,1,1,1,صالون وصالة,165,950,0,,0,,0,,600,دولار,600
2020-02-06,240482,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,2,180,,0,,0,,1,نعم,700,دولار,700
2020-02-06,240484,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,0,,صاله مفتوحه عالمطبخ,,,0,,0,,0,,400,دولار,400
2020-02-06,240486,RB,- بيتونيا,apartment,C,2,1,1,1,1,0,,صالة كبيرة,120,,0,,0,,0,,1000,شيكل,300
2020-02-08,240488,T,- فرعون,apartment,C,3,2,2,1,1,1,1,صالة,100,700,0,,1,نعم,0,,800,شيكل,240
2020-02-06,240489,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,-1,-1,1,160,0,1,نعم,1,نعم,0,,600,دولار,600
2020-02-06,240490,RB,-  مدينة البيرة,apartment,B,3,2,2,0,,1,1,1,162,0,1,نعم,1,نعم,0,,500,دولار,500
2020-02-06,240491,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,1,165,0,1,نعم,1,نعم,0,,600,دولار,600
2020-02-06,240492,RB,- الطيرة,apartment,A,1,1,1,1,1,1,1,1,80,0,1,نعم,1,نعم,0,,550,دولار,550
2020-02-06,240493,RB,-  مدينة البيرة,apartment,A,1,2,2,1,1,0,,صالة- صالون,100,,0,,0,,0,,500,دولار,500
2020-02-06,240494,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,صالة- صالون,160,,1,نعم,1,نعم,1,نعم,600,دولار,600
2020-02-08,240495,RB,-  مدينة البيرة,apartment,A,3,2,2,1,1,1,1,صالة- صالون,140,,1,نعم,1,نعم,0,,700,دولار,700
2020-02-06,240497,RB,- بيتونيا,apartment,A,1,1,1,1,1,0,,,,,1,نعم,1,نعم,0,,400,دولار,400
2020-02-16,240498,RB,- بيتونيا,apartment,B,2,1,1,1,1,0,,1,,,1,نعم,1,نعم,0,,1100,شيكل,330
2020-02-06,240500,RB,-  مدينة البيرة,apartment,B,2,2,2,1,1,1,1,1,,,0,,0,,0,,400,دولار,400
2020-02-06,240501,H,-  مدينة الخليل,apartment,B,3,2,2,1,1,1,1,يوجد صالتين,175,,0,,1,نعم,1,نعم,3500,دينار,4935
2020-02-06,240502,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,كبيرة,123,135,1,نعم,1,نعم,0,,2300,شيكل,690
2020-02-06,240503,N,- بيت وزن,apartment,A,3,0,,0,,0,,,,,0,,0,,0,,1600,شيكل,480
2020-02-08,240505,B,- ارطاس,apartment,B,3,2,2,1,1,1,1,صالتين,150,500,0,,0,,0,,1600,شيكل,480
2020-02-08,240508,RB,-  مدينة البيرة,apartment,A,3,2,2,1,1,1,1,2,130,,1,نعم,1,نعم,0,,2500,شيكل,750
2020-02-06,240510,RB,-  مدينة البيرة,apartment,A,2,1,1,1,1,1,1,,,,0,,0,,0,,350,دولار,350
2020-02-08,240513,T,-  مدينة طولكرم,apartment,B,3,1,1,1,1,1,1,صاله كبيره,150,,1,نعم,1,نعم,0,,2600,دينار,3666
2020-02-16,240514,RB,-  مدينة البيرة,apartment,A,2,1,1,1,1,1,1,1,80,1,1,نعم,1,نعم,0,,2000,شيكل,600
2020-02-19,240518,JR,- كفر عقب,apartment,B,2,2,2,1,1,1,1,صاله كبيره,140,,1,نعم,0,,0,,1800,شيكل,540
2020-02-08,240519,JR,- كفر عقب,apartment,B,3,3,3,1,1,0,,صاله وصلون,165,,1,نعم,0,,0,,2000,شيكل,600
2020-02-08,240520,N,-  مدينة نابلس,apartment,A,1,1,1,1,1,1,1,يوجد,,,1,نعم,1,نعم,0,,600,شيكل,180
2020-02-08,240524,RB,-  مدينة البيرة,apartment,A,2,0,,0,,0,,,,,1,نعم,1,نعم,0,,600,دولار,600
2020-02-08,240530,B,- بيت جالا,apartment,A,1,0,,0,,0,,صاله كبيره,25,,1,نعم,1,نعم,1,نعم,1000,شيكل,300
2020-02-07,240532,RB,-  مدينة البيرة,apartment,A,2,2,2,2,2,1,1,نعم,110,110,1,نعم,1,نعم,1,نعم,800,شيكل,240
2020-02-10,240533,B,-  مدينة بيت لحم,apartment,A,3,0,,0,,0,,,,,0,,1,نعم,0,,1400,شيكل,420
2020-02-19,240534,T,- فرعون,apartment,C,3,2,2,1,1,2,2,صالة كبيرة,110,1000,0,,1,نعم,0,,1000,شيكل,300
2020-02-08,240535,RB,- بيتونيا,apartment,B,1,1,1,1,1,1,1,نعم,80,100,0,,1,نعم,0,,1000,شيكل,300
2020-02-08,240538,RB,- بيتونيا,apartment,B,2,2,2,1,1,2,2,صاله كبيره,130,150,1,نعم,0,,0,,1100,شيكل,330
2020-02-08,240539,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,صالة وصالون,150,,1,نعم,1,نعم,0,,500,دولار,500
2020-02-08,240540,RB,- بيتونيا,apartment,B,3,2,2,1,1,1,1,صالة وصالون,140,,1,نعم,1,نعم,0,,500,دولار,500
2020-02-08,240541,RB,- الطيرة,apartment,A,2,2,2,1,1,1,1,صالون,120,,1,نعم,1,نعم,0,,600,دولار,600
2020-02-09,240544,N,-  مدينة نابلس,apartment,A,1,1,1,1,1,0,,يوجد صاله كبيره,120,,0,,1,نعم,0,,1100,شيكل,330
2020-02-08,240545,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,2,2,يوجد صالة,,,0,,0,,0,,1500,شيكل,450
2020-02-08,240547,N,-  مدينة نابلس,Roof,A,2,1,1,1,1,2,2,يوجد,,,0,,1,نعم,0,,600,شيكل,180
2020-02-08,240552,RB,- الطيرة,apartment,B,3,2,2,1,1,1,1,نعم,140,,1,نعم,1,نعم,0,,500,دولار,500
2020-02-16,240553,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,1,70,0,1,نعم,1,نعم,1,نعم,550,دولار,550
2020-02-08,240561,RB,-  مدينة البيرة,apartment,B,2,2,2,1,1,1,1,1,,,1,نعم,1,نعم,0,,450,دولار,450
2020-02-08,240562,RB,-  مدينة البيرة,apartment,B,2,2,2,1,1,1,1,1,,,1,نعم,1,نعم,0,,450,دولار,450
2020-02-08,240563,RB,-  مدينة رام الله,Roof,A,2,1,1,1,1,1,1,صاله مع مطبخ,,,1,نعم,1,نعم,0,,600,دولار,600
2020-02-08,240566,RB,-  مدينة البيرة,apartment,A,1,1,1,0,0,1,1,نعم,16,0,1,نعم,1,نعم,0,,1200,شيكل,360
2020-02-08,240568,JR,- الرام,apartment,B,3,1,1,1,1,2,2,يوجد صالة,140,,0,,0,,0,,1200,شيكل,360
2020-02-08,240573,RB,-  مدينة البيرة,apartment,A,3,2,2,1,1,1,1,صالة,140,,1,نعم,1,نعم,0,,700,دولار,700
2020-02-08,240574,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,صالة- صالون,160,,1,نعم,1,نعم,0,,600,دولار,600
2020-02-08,240575,RB,-  مدينة رام الله,apartment,A,1,2,2,1,1,1,1,صاله كبيره,16,0,0,,1,نعم,0,,550,شيكل,165
2020-02-08,240576,RB,- الطيرة,apartment,A,3,3,3,1,1,1,1,صالة وصالون مطبخ أمريكي,150,,1,نعم,1,نعم,0,,550,دولار,550
2020-02-08,240577,RB,-  مدينة رام الله,apartment,A,2,2,2,1,1,1,1,1,140,0,0,,1,نعم,1,نعم,500,دولار,500
2020-02-08,240578,RB,-  مدينة البيرة,apartment,A,3,0,,1,1,1,1,1,165,0,1,نعم,1,نعم,1,نعم,700,دولار,700
2020-02-08,240579,RB,-  مدينة البيرة,apartment,A,2,2,2,1,1,1,1,1,145,0,1,نعم,1,نعم,1,نعم,650,دولار,650
2020-02-08,240580,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,صاله كبيره,155,,0,,0,,0,,600,شيكل,180
2020-02-08,240583,RB,-  مدينة البيرة,apartment,A,1,2,2,1,1,0,,صالة- صالون,100,,0,,0,,0,,500,دولار,500
2020-02-09,240584,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,2,2,صاله كبيرة,180,0,0,,0,,0,,1650,شيكل,495
2020-02-09,240585,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,0,0,نعم,120,,1,نعم,0,,0,,330,شيكل,99
2020-02-19,240589,RB,- بيتونيا,apartment,B,2,2,2,1,1,2,2,صالة كبيرة مع برندة,140,,1,نعم,1,نعم,0,,1100,شيكل,330
2020-02-09,240593,H,-  مدينة الخليل,apartment,C,3,2,2,1,1,2,2,يوجد,130,,0,,1,نعم,0,,3500,دينار,4935
2020-02-09,240602,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,صالة,150,,1,نعم,1,نعم,1,نعم,600,دولار,600
2020-02-09,240605,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,2,2,صالة كبيرة,172,,1,نعم,1,نعم,0,,650,دولار,650
2020-02-09,240606,RB,- بيتونيا,apartment,A,1,1,1,1,1,0,,نعم,,,1,نعم,1,نعم,0,,400,دولار,400
2020-02-09,240608,RB,- بيتونيا,apartment,A,1,1,1,1,1,0,,نعم,,,1,نعم,1,نعم,0,,400,دولار,400
2020-02-09,240609,RB,- بيتونيا,apartment,B,1,1,1,1,1,0,,نعم,,,1,نعم,1,نعم,0,,900,شيكل,270
2020-02-09,240612,RB,-  مدينة رام الله,apartment,B,1,1,1,1,1,1,1,صالة,100,,0,,1,نعم,0,,1000,شيكل,300
2020-02-09,240613,N,-  مدينة نابلس,apartment,A,4,2,2,1,1,3,3,يوجد,170,,1,نعم,1,نعم,0,,2500,شيكل,750
2020-02-09,240615,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,1,,,1,نعم,1,نعم,0,,600,دولار,600
2020-02-09,240622,RB,- الطيرة,apartment,A,3,3,3,1,1,2,2,صاله وصالون كبار,175,250,1,نعم,1,نعم,1,نعم,800,دولار,800
2020-02-09,240626,B,- الدوحة,apartment,A,3,2,2,1,1,1,1,صاله كبيره,148,148,1,نعم,1,نعم,0,,2500,شيكل,750
2020-02-09,240628,RB,- بيتونيا,apartment,B,2,2,2,1,1,1,1,نعم كبيرة,122,,1,نعم,1,نعم,0,,500,دولار,500
2020-02-09,240631,T,-  مدينة طولكرم,apartment,B,2,1,1,1,1,0,0,صالة صغيرة,100,,0,,0,,0,,1000,شيكل,300
2020-02-09,240632,RB,- الطيرة,apartment,A,2,3,3,1,1,1,1,1,170,0,1,نعم,1,نعم,1,نعم,1100,دولار,1100
2020-02-09,240633,RB,-  مدينة رام الله,apartment,B,2,2,2,1,1,1,1,صالة,140,,1,نعم,1,نعم,0,,1500,شيكل,450
2020-02-09,240634,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,1,170,0,1,نعم,1,نعم,1,نعم,1100,دولار,1100
2020-02-09,240635,RB,-  مدينة البيرة,apartment,B,2,2,2,1,1,1,1,صالة,110,,0,,0,,0,,400,دولار,400
2020-02-09,240638,RB,-  مدينة رام الله,apartment,B,1,1,1,1,1,0,,صالة,,,1,نعم,1,نعم,0,,350,دولار,350
2020-02-09,240639,RB,- بير نبالا,apartment,B,3,3,3,1,1,3,3,صالون  صاله,200,,0,,1,نعم,0,,1300,شيكل,390
2020-02-10,240642,N,-  مدينة نابلس,apartment,C,1,1,1,1,1,1,1,صالة,80,,0,,1,نعم,0,,1500,دينار,2115
2020-02-11,240646,JN,- الجامعة الامريكية,apartment,A,1,1,1,1,1,1,1,,,,1,نعم,1,نعم,0,,1000,شيكل,300
2020-02-10,240647,RB,- بيتونيا,apartment,B,2,1,1,1,1,1,1,صاله كبيره,88,700,1,نعم,1,نعم,0,,1200,شيكل,360
2020-02-10,240668,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,يوجد صالة وصالون كبيرة,,,0,,0,,0,,1300,شيكل,390
2020-02-10,240669,T,- ذنابة,apartment,B,3,1,1,1,1,0,,1,140,,0,,0,,0,,850,شيكل,255
2020-02-10,240671,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,2,2,2,,,1,نعم,1,نعم,1,نعم,850,دولار,850
2020-02-10,240676,RB,-  مدينة البيرة,apartment,A,2,1,1,1,1,1,1,صالة,100,600,1,نعم,1,نعم,1,نعم,650,دولار,650
2020-02-10,240677,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,صالة- صالون,160,,1,نعم,1,نعم,0,,600,دولار,600
2020-02-10,240680,RB,-  مدينة رام الله,apartment,A,2,2,2,1,1,1,1,يوجد,120,,1,نعم,1,نعم,0,,600,دولار,600
2020-02-10,240683,RB,-  مدينة رام الله,apartment,B,1,1,1,1,1,0,0,1,45,,1,نعم,1,نعم,0,,340,دولار,340
2020-02-10,240684,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,1,170,60,1,نعم,1,نعم,1,نعم,500,دولار,500
2020-02-10,240686,RB,- ضاحية الريحان,apartment,A,2,1,1,1,1,1,1,يوجد صالة كبيرة,118,,1,نعم,1,نعم,0,,600,دولار,600
2020-02-10,240687,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,صالة,,,1,نعم,1,نعم,0,,550,دولار,550
2020-02-10,240692,RB,-  مدينة البيرة,apartment,A,3,2,2,1,1,1,1,صالة- صالون,140,,1,نعم,1,نعم,0,,700,دولار,700
2020-02-10,240693,RB,-  مدينة رام الله,apartment,D,3,1,1,1,1,1,1,وسط,,,0,,0,,0,,300,شيكل,90
2020-02-11,240696,RB,- بيتونيا,apartment,A,2,3,3,1,1,0,,نعم,,115,1,نعم,1,نعم,0,,1900,شيكل,570
2020-02-11,240698,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,صالة,155,0,1,نعم,1,نعم,0,,500,دولار,500
2020-02-16,240700,RB,-  مدينة البيرة,apartment,B,1,0,,0,,0,,,,,0,,0,,0,,1100,شيكل,330
2020-04-27,240703,RB,-  مدينة البيرة,apartment,A,3,2,2,1,1,2,2,صالة كبيرة,145,,0,,1,نعم,0,,800,دولار,800
2020-02-11,240704,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,صالة لكل جناح وصالة استقبال رئيسية وقاعة طعام,,,0,,1,نعم,0,,1000,دولار,1000
2020-02-11,240708,RB,- جفنا,apartment,B,3,2,2,1,1,2,2,نعم صالة كبيرة,180,1,0,,1,نعم,0,,1500,شيكل,450
2020-02-11,240715,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,,60,,0,,0,,0,,300,دولار,300
2020-02-11,240717,RB,- بير نبالا,apartment,B,2,1,1,1,1,1,1,1,100,,0,,0,,0,,700,شيكل,210
2020-02-15,240719,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,يوجد.,135,,1,نعم,1,نعم,0,,600,دولار,600
2020-02-11,240723,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,صالتين كبار,165,290,1,نعم,1,نعم,1,نعم,700,دولار,700
2020-02-11,240724,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,2,,,1,نعم,1,نعم,0,,500,دولار,500
2020-02-11,240727,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,1,,,0,,0,,0,,450,دولار,450
2020-02-11,240728,RB,-  مدينة رام الله,apartment,B,2,2,2,1,1,2,2,صاله كبيره,140,,0,,1,نعم,1,نعم,500,دولار,500
2020-02-11,240729,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,2,,,1,نعم,1,نعم,0,,550,دولار,550
2020-02-11,240731,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,5,5,1,220,,0,,1,نعم,1,نعم,600,دولار,600
2020-02-11,240733,RB,-  مدينة رام الله,apartment,A,4,2,2,1,1,1,1,صالتين,155,155,0,,1,نعم,1,نعم,700,دولار,700
2020-02-16,240734,RB,-  مدينة رام الله,apartment,A,1,2,2,1,1,1,1,صاله كبيره مع صالون,16,0,0,,1,نعم,0,,550,شيكل,165
2020-02-11,240736,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,صالة- صالون,138,,1,نعم,1,نعم,0,,500,دولار,500
2020-02-11,240737,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,صالة,140,,1,نعم,1,نعم,0,,1500,شيكل,450
2020-02-11,240739,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,صالة- صالون,160,,1,نعم,1,نعم,1,نعم,600,دولار,600
2020-02-11,240741,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,1,160,0,1,نعم,1,نعم,0,,550,دولار,550
2020-02-11,240742,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,1,160,0,1,نعم,1,نعم,0,,600,دولار,600
2020-02-11,240744,RB,-  مدينة البيرة,apartment,A,3,3,3,1,1,1,1,1,1,0,1,نعم,1,نعم,0,,700,دولار,700
2020-02-11,240746,RB,- ضاحية الريحان,apartment,A,2,3,3,1,1,1,1,1,1,0,1,نعم,1,نعم,0,,700,دولار,700
2020-02-11,240748,RB,-  مدينة رام الله,apartment,A,1,1,1,0,,0,,,,,1,نعم,1,نعم,0,,1200,شيكل,360
2020-02-12,240751,T,-  مدينة طولكرم,apartment,A,1,0,,0,,0,,,,,0,,0,,0,,1100,شيكل,330
2020-02-12,240754,RB,-  مدينة رام الله,apartment,B,3,1,1,1,1,0,0,صالة كبيرة,120,550,0,,0,,0,,450,دولار,450
2020-02-12,240755,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,يوجد صالة على صالون,,,0,,0,,0,,1200,شيكل,360
2020-02-12,240759,T,-  مدينة طولكرم,apartment,B,4,3,3,1,1,1,1,صالة كبيرة,135,,1,نعم,0,,0,,1250,شيكل,375
2020-02-12,240760,JR,- العيزرية,apartment,B,3,3,3,2,2,3,3,صالة كبيره,150,640,0,,0,,0,,1300,شيكل,390
2020-02-12,240761,N,-  مدينة نابلس,apartment,B,2,1,1,1,1,1,1,يوجد,120,,0,,0,,0,,1000,شيكل,300
2020-02-12,240762,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,0,,1,,,1,نعم,0,,0,,500,دولار,500
2020-02-12,240764,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,0,,صالة وصالون,,,1,نعم,1,نعم,0,,500,دولار,500
2020-02-12,240765,RB,- الطيرة,apartment,B,3,3,3,1,1,1,1,صالة وصالون,170,,1,نعم,1,نعم,1,نعم,700,دولار,700
2020-02-12,240767,RB,-  مدينة رام الله,apartment,A,2,1,1,1,1,1,1,,,,0,,0,,0,,350,شيكل,105
2020-02-12,240770,RB,- بير زيت,apartment,B,2,1,1,1,1,1,1,صالة كبيرة + غرفة معيشة كبيرة,170,,0,,0,,0,,1800,شيكل,540
2020-02-12,240771,RB,- الطيرة,apartment,A,3,3,3,1,1,1,1,2,150,0,1,نعم,1,نعم,1,نعم,600,دولار,600
2020-02-12,240772,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,1,85,0,1,نعم,1,نعم,1,نعم,500,دولار,500
2020-02-12,240777,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,5,5,1,220,,0,,1,نعم,1,نعم,600,دولار,600
2020-02-12,240778,RB,-  مدينة رام الله,apartment,B,5,2,2,1,1,1,1,نعم,170,0,1,نعم,1,نعم,0,,600,دولار,600
2020-02-17,240780,T,-  مدينة طولكرم,apartment,B,4,0,,0,,0,,,110,,0,,1,نعم,0,,15000,شيكل,4500
2020-02-12,240781,RB,- بيتونيا,apartment,A,3,2,2,1,1,1,1,2,150,,1,نعم,1,نعم,0,,2100,شيكل,630
2020-02-12,240782,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,1,,,0,,0,,0,,300,دولار,300
2020-02-12,240784,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,1,170,0,1,نعم,1,نعم,1,نعم,1150,دولار,1150
2020-02-12,240785,RB,- الطيرة,apartment,A,3,3,3,1,1,1,1,1,170,0,1,نعم,1,نعم,1,نعم,850,دولار,850
2020-02-12,240786,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,1,,,1,نعم,1,نعم,0,,600,دولار,600
2020-02-12,240787,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,1,180,0,1,نعم,1,نعم,1,نعم,1100,دولار,1100
2020-02-12,240788,RB,-  مدينة البيرة,apartment,A,3,3,3,1,1,1,1,2صالة,150,0,1,نعم,1,نعم,0,,650,دولار,650
2020-02-12,240790,RB,-  مدينة البيرة,apartment,A,3,2,2,1,1,1,1,1,140,,1,نعم,1,نعم,0,,700,دولار,700
2020-02-12,240798,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,نعم,150,,1,نعم,1,نعم,0,,550,دولار,550
2020-02-12,240799,B,- بيت جالا,apartment,A,1,1,1,1,1,1,1,,50,,0,,1,نعم,1,نعم,1600,شيكل,480
2020-02-12,240800,RB,-  مدينة رام الله,apartment,B,1,1,1,1,1,0,,صالة,50,,1,نعم,1,نعم,0,,350,دولار,350
2020-02-12,240803,RB,- بيتونيا,apartment,B,1,1,1,1,1,1,1,صالة,,60,1,نعم,1,نعم,0,,900,شيكل,270
2020-02-15,240806,H,-  مدينة الخليل,apartment,C,2,1,1,1,1,1,1,صالة كبيرة,90,,0,,0,,0,,2700,دينار,3807
2020-02-12,240807,RB,- الطيرة,apartment,A,3,3,3,1,1,1,1,1,150,,1,نعم,1,نعم,1,نعم,800,دولار,800
2020-02-13,240815,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,صاله كبيره مفتوحه ع مطبخ نظام أمريكي,170,0,1,نعم,1,نعم,1,نعم,700,دولار,700
2020-02-13,240817,RB,- الطيرة,apartment,B,3,2,2,1,1,1,1,صالة كبيرة مع مطبخ,130,130,0,,0,,0,,1400,شيكل,420
2020-03-07,240822,RB,- نعلين,apartment,B,3,2,2,1,1,1,1,صالة مع مطبخ,110,180,0,,1,نعم,0,,1500,شيكل,450
2020-02-13,240827,N,-  مدينة نابلس,apartment,A,3,1,1,1,1,1,1,صالة وسط,110,,0,,0,,0,,500,شيكل,150
2020-02-13,240833,T,-  مدينة طولكرم,apartment,C,3,2,2,1,1,2,2,صالة كبيرة,120,,1,نعم,0,,0,,2500,دينار,3525
2020-02-13,240840,N,-  مدينة نابلس,apartment,A,1,1,1,1,1,1,1,لايووجد,40,555,1,نعم,1,نعم,0,,1500,شيكل,450
2020-02-13,240849,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,1,,,0,,0,,0,,450,دولار,450
2020-02-13,240851,RB,-  مدينة البيرة,apartment,A,2,1,1,1,1,1,1,صالة كبيرة,150,,0,,1,نعم,0,,2500,شيكل,750
2020-02-13,240853,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,2,,,1,نعم,1,نعم,0,,500,دولار,500
2020-02-13,240859,B,-  مدينة بيت لحم,apartment,A,2,0,,1,1,2,2,صالة كبيره,145,,0,,1,نعم,0,,2700,شيكل,810
2020-02-13,240862,RB,-  مدينة البيرة,apartment,B,2,2,2,1,1,1,1,صالة,110,,1,نعم,1,نعم,0,,400,دولار,400
2020-02-13,240863,RB,-  مدينة رام الله,apartment,A,2,2,2,1,1,1,1,صاله صالون,150,,1,نعم,1,نعم,1,نعم,600,دولار,600
2020-02-13,240864,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,صالة,,,1,نعم,1,نعم,1,نعم,550,دولار,550
2020-02-13,240865,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,صالة- صالون,160,,1,نعم,1,نعم,1,نعم,600,دولار,600
2020-02-13,240867,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,صالة,140,,1,نعم,1,نعم,1,نعم,5009,دولار,5009
2020-02-24,240870,B,- بيت جالا,apartment,A,1,1,1,0,0,0,0,لا,25,0,1,نعم,1,نعم,1,نعم,1000,شيكل,300
2020-02-15,240877,JN,- الزبابدة,apartment,B,2,1,1,1,1,1,1,1,80,,0,,1,نعم,1,نعم,1000,شيكل,300
2020-02-19,240878,RB,-  مدينة البيرة,apartment,A,1,1,1,0,0,1,1,0,26,0,1,نعم,1,نعم,0,,1200,شيكل,360
2020-02-15,240883,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,صالة كبيرة مع صفره,170,,1,نعم,1,نعم,1,نعم,700,دولار,700
2020-02-15,240884,RB,- بيتونيا,apartment,B,1,1,1,1,1,1,1,1,0,0,0,,0,,0,,1500,شيكل,450
2020-02-15,240886,N,-  مدينة نابلس,apartment,A,2,1,1,1,1,1,1,صاله,100,,1,نعم,1,نعم,0,,1800,شيكل,540
